FlightDate,FlightTime,Airport,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange
11/30/2024,23:41:35,LAX,0.75,2.0,2,40,0.4
03/20/2024,13:11:27,LAX,2.0,3.75,1,10,0.4
11/30/2024,12:37:54,ONT,1.0,2.5,1,35,0.8
01/18/2025,20:53:38,LAX,1.25,2.75,2,10,0.9
03/19/2024,01:05:10,ONT,2.0,2.25,2,25,0.5
12/13/2024,14:37:36,LAX,0.75,3.0,3,30,0.3
12/12/2024,17:12:18,LAX,1.75,2.5,4,10,0.9
11/30/2024,16:59:08,LAX,0.25,3.5,1,40,1.0
03/18/2024,18:31:40,ONT,1.25,4.75,2,40,0.2
12/11/2024,00:39:47,ONT,1.0,4.75,1,10,0.4
01/19/2025,23:18:40,LAX,0.25,3.25,2,40,1.0
03/17/2024,08:17:24,ONT,2.0,4.5,3,15,0.7
01/18/2025,00:22:51,ONT,0.25,3.0,2,40,1.0
11/30/2024,06:10:25,LAX,1.5,3.0,3,40,0.6
12/13/2024,21:36:36,ONT,0.25,5.0,3,20,0.6
11/30/2024,07:17:38,LAX,1.5,3.0,3,20,0.7
11/30/2024,16:27:51,ONT,2.0,3.5,1,15,0.1
03/21/2024,05:34:58,ONT,1.5,5.0,3,40,0.8
01/18/2025,00:44:09,ONT,0.5,3.5,3,40,0.8
12/12/2024,16:55:53,ONT,1.5,2.25,3,35,0.8
11/30/2024,17:00:28,ONT,2.0,4.25,3,15,1.0
11/30/2024,17:25:42,ONT,2.0,2.0,1,20,0.4
12/13/2024,04:52:22,ONT,0.25,2.25,3,25,0.7
11/30/2024,04:32:55,LAX,0.25,2.5,2,90,0.0
12/13/2024,00:57:21,LAX,0.75,2.25,2,35,0.3
11/30/2024,07:00:49,ONT,1.75,4.25,4,15,0.0
01/18/2025,21:12:11,ONT,1.5,3.75,3,85,0.1
03/18/2024,14:18:54,ONT,1.75,3.25,1,15,0.2
03/20/2024,01:38:47,LAX,0.75,3.75,1,30,0.8
12/13/2024,08:29:49,ONT,1.25,4.75,1,30,0.7
11/30/2024,04:38:17,ONT,1.0,2.25,1,10,0.8
12/12/2024,22:08:02,LAX,2.0,2.25,1,65,0.9
01/18/2025,03:02:02,LAX,1.25,3.0,3,95,0.1
01/18/2025,22:20:20,ONT,1.0,2.25,2,100,0.6
12/13/2024,16:38:58,LAX,2.0,2.0,3,30,0.4
12/13/2024,21:51:08,ONT,0.75,4.25,3,45,0.4
03/18/2024,04:22:49,ONT,2.0,4.0,2,25,1.0
12/12/2024,19:36:51,LAX,1.5,4.5,1,25,0.8
03/17/2024,06:24:08,LAX,0.75,5.0,1,70,0.8
01/19/2025,22:37:35,LAX,0.75,3.0,1,20,0.3
12/11/2024,05:42:32,ONT,1.25,2.25,5,35,0.6
01/18/2025,08:06:50,LAX,1.25,4.25,2,30,0.0
12/12/2024,14:15:44,LAX,0.75,4.5,1,30,0.6
12/13/2024,11:43:49,LAX,0.25,2.25,2,35,1.0
12/11/2024,06:12:53,LAX,1.75,4.25,0,25,0.0
11/30/2024,06:17:13,ONT,2.0,2.75,0,90,0.5
11/30/2024,22:36:13,ONT,2.0,2.25,1,15,0.7
01/19/2025,19:44:22,ONT,2.0,3.75,3,30,0.0
11/30/2024,07:11:09,ONT,1.5,4.75,3,65,1.0
01/18/2025,05:38:57,LAX,1.5,4.0,1,20,0.4
03/14/2024,14:51:04,ONT,0.5,3.0,3,15,1.0
01/19/2025,22:29:42,LAX,1.25,3.5,2,70,1.0
01/19/2025,15:50:07,LAX,1.5,4.25,2,15,0.5
03/21/2024,13:42:27,ONT,2.0,3.75,3,75,0.7
01/18/2025,14:39:11,LAX,1.75,4.0,1,15,0.1
11/30/2024,09:26:46,ONT,0.25,2.0,2,30,0.4
12/13/2024,22:58:01,ONT,0.25,2.25,2,20,0.6
01/18/2025,09:42:42,ONT,1.5,2.0,1,30,0.1
12/11/2024,23:57:54,ONT,1.25,2.25,2,25,0.0
12/12/2024,18:52:55,LAX,0.75,2.25,3,40,0.4
03/18/2024,10:26:48,ONT,0.75,2.75,0,25,0.3
11/30/2024,20:40:22,LAX,0.25,2.5,3,40,0.2
12/12/2024,19:10:57,ONT,0.75,4.25,2,50,0.6
12/11/2024,15:22:33,ONT,0.75,3.5,2,95,0.9
03/18/2024,05:03:10,ONT,2.0,4.75,2,25,0.4
12/13/2024,14:10:39,ONT,1.5,4.5,2,25,0.7
01/18/2025,04:58:28,LAX,2.0,3.0,0,100,0.2
11/30/2024,03:48:06,LAX,2.0,2.5,2,35,0.9
03/18/2024,21:16:55,LAX,1.0,2.0,1,35,0.4
11/30/2024,15:23:17,LAX,0.25,3.75,1,15,0.6
03/19/2024,17:50:16,LAX,1.75,4.0,3,75,0.6
11/30/2024,02:26:19,LAX,1.0,4.0,1,35,0.4
12/11/2024,10:54:33,ONT,1.5,2.5,3,30,0.6
12/13/2024,18:10:57,ONT,1.25,4.25,2,15,1.0
01/19/2025,15:25:16,ONT,1.0,3.0,2,95,0.9
12/13/2024,14:31:30,ONT,1.5,3.75,2,40,0.4
11/30/2024,12:54:27,ONT,0.5,4.25,4,25,0.5
03/20/2024,21:23:30,ONT,0.75,3.0,3,35,0.4
01/19/2025,16:33:44,ONT,2.0,4.5,3,25,1.0
03/22/2024,10:41:44,LAX,1.25,4.0,1,15,0.1
01/19/2025,09:56:58,LAX,1.0,2.0,2,30,0.4
11/30/2024,05:04:05,LAX,0.25,2.25,3,35,0.5
11/30/2024,07:49:22,LAX,0.75,2.0,2,50,0.4
12/11/2024,03:52:35,ONT,2.0,4.5,2,20,0.3
01/19/2025,09:45:40,ONT,0.25,5.0,2,30,0.5
03/16/2024,03:57:42,LAX,0.75,3.5,0,50,0.2
03/22/2024,00:01:37,ONT,2.0,2.5,2,60,0.7
12/13/2024,14:07:09,LAX,1.25,4.25,3,20,0.5
12/11/2024,09:38:35,ONT,2.0,2.5,3,75,0.1
12/13/2024,17:01:58,LAX,0.5,3.25,0,25,1.0
01/18/2025,18:23:18,LAX,0.25,4.75,3,20,0.8
11/30/2024,11:00:57,LAX,1.75,3.5,3,10,0.0
03/20/2024,05:19:11,LAX,0.75,2.5,2,15,0.5
12/12/2024,04:31:48,ONT,1.75,2.75,1,20,0.9
01/18/2025,08:31:29,ONT,0.25,3.0,3,35,0.5
12/12/2024,11:57:07,LAX,0.5,3.75,1,25,0.0
01/19/2025,23:24:12,LAX,1.25,3.25,2,15,0.5
12/12/2024,13:34:06,ONT,0.75,3.75,1,30,0.1
01/19/2025,22:25:13,ONT,2.0,5.0,0,35,0.4
12/13/2024,03:45:39,LAX,0.5,4.0,1,35,0.0
01/18/2025,02:20:10,LAX,0.5,2.0,1,80,0.7
03/15/2024,03:21:19,LAX,0.75,3.25,0,75,0.8
03/22/2024,12:24:24,LAX,2.0,2.25,1,75,1.0
03/17/2024,14:54:21,ONT,0.75,4.0,2,30,0.8
03/21/2024,15:30:56,ONT,1.25,4.75,2,20,0.2
03/19/2024,10:06:23,LAX,0.5,2.0,2,35,0.7
01/18/2025,14:36:23,LAX,0.5,3.75,1,25,0.4
11/30/2024,14:10:09,LAX,1.75,3.25,2,70,0.7
01/18/2025,11:01:35,ONT,1.75,2.25,3,35,0.5
01/19/2025,21:24:13,ONT,0.5,2.5,1,70,0.8
11/30/2024,00:14:16,LAX,0.25,5.0,3,20,0.0
01/19/2025,02:22:27,ONT,1.75,2.75,2,20,0.1
11/30/2024,20:55:29,ONT,1.0,4.75,2,40,0.1
03/22/2024,20:29:21,LAX,1.0,2.75,2,30,0.9
11/30/2024,14:10:26,ONT,0.25,2.75,2,25,0.5
01/18/2025,16:00:11,LAX,1.0,5.0,3,40,0.9
12/11/2024,15:56:20,ONT,1.0,4.75,3,30,0.8
01/18/2025,03:59:57,LAX,1.25,2.5,3,80,0.3
01/18/2025,16:19:00,ONT,1.25,3.0,3,30,0.9
11/30/2024,11:07:46,ONT,2.0,2.0,2,90,0.2
01/18/2025,23:47:14,ONT,1.75,3.5,3,25,0.2
01/18/2025,16:36:38,ONT,1.0,2.75,2,35,0.2
01/19/2025,12:26:15,ONT,0.25,4.0,2,25,0.3
03/14/2024,12:01:09,ONT,1.0,3.0,2,35,0.4
01/18/2025,19:50:19,ONT,1.5,2.25,2,40,0.8
03/21/2024,23:05:27,LAX,1.25,3.5,3,30,0.7
01/18/2025,15:50:05,LAX,1.0,5.0,1,95,0.1
01/18/2025,07:09:41,ONT,1.0,3.25,2,10,0.9
01/19/2025,22:08:22,LAX,0.5,4.75,3,75,1.0
12/11/2024,13:17:12,LAX,1.75,2.75,3,40,0.0
12/12/2024,01:15:44,ONT,2.0,4.0,1,20,0.6
11/30/2024,15:19:13,ONT,2.0,3.75,3,35,0.7
01/18/2025,23:51:02,ONT,1.0,3.25,2,10,0.9
11/30/2024,18:39:37,LAX,0.25,3.0,2,30,0.9
01/18/2025,11:40:08,ONT,0.75,2.75,3,25,0.5
11/30/2024,15:50:00,ONT,1.5,3.0,1,75,0.4
01/19/2025,06:45:42,ONT,0.75,4.75,1,50,0.1
03/19/2024,09:28:41,ONT,0.75,4.0,1,40,1.0
01/18/2025,19:49:54,LAX,0.25,5.0,0,15,0.3
12/12/2024,05:11:14,LAX,0.75,2.0,2,25,0.6
11/30/2024,08:01:07,LAX,2.0,4.5,1,10,0.6
12/12/2024,17:19:46,LAX,0.25,4.0,1,30,0.5
03/20/2024,09:47:19,LAX,1.75,5.0,2,50,0.2
12/13/2024,17:08:16,LAX,0.75,2.75,2,30,0.1
11/30/2024,08:02:38,ONT,1.25,5.0,1,20,0.1
03/19/2024,22:41:04,ONT,1.0,4.75,1,35,0.2
11/30/2024,05:51:04,LAX,0.5,3.5,2,30,0.8
11/30/2024,22:20:59,LAX,0.25,4.75,2,25,0.6
01/19/2025,13:28:46,ONT,0.5,4.0,1,55,0.6
12/12/2024,11:12:37,ONT,1.25,2.0,1,90,0.4
01/19/2025,00:05:17,LAX,0.75,3.25,2,15,0.9
11/30/2024,05:32:15,ONT,0.5,3.0,2,15,0.7
03/17/2024,02:04:02,ONT,1.75,5.0,2,40,0.8
03/16/2024,00:14:45,ONT,0.25,2.25,3,40,0.9
12/13/2024,18:09:19,ONT,1.75,5.0,2,35,0.8
11/30/2024,23:35:02,ONT,2.0,2.75,4,25,0.9
01/19/2025,11:02:51,LAX,1.75,2.25,2,60,0.9
01/18/2025,13:34:24,LAX,0.5,3.0,3,35,0.4
