FlightDate,FlightTime,Airport,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange
04/15/2025,00:52:32,ONT,0.25,2.25,2,35,1.0
04/16/2025,13:48:59,LAX,0.25,3.25,2,15,0.8
04/14/2025,08:56:14,ONT,0.75,2.0,0,40,0.3
04/11/2025,11:49:05,LAX,1.5,2.75,1,35,0.5
04/14/2025,18:12:09,LAX,1.5,5.0,2,40,0.8
04/11/2025,13:01:31,ONT,0.75,2.75,1,100,0.3
04/12/2025,09:05:46,LAX,1.75,2.0,1,20,1.0
04/11/2025,20:16:30,ONT,1.0,3.0,3,35,0.1
04/17/2025,15:17:42,LAX,1.75,2.0,2,55,0.1
04/17/2025,21:14:05,LAX,2.0,3.25,2,40,0.4
04/13/2025,00:36:37,LAX,1.0,2.0,1,25,0.8
04/18/2025,07:15:08,ONT,1.25,2.25,2,60,0.9
04/17/2025,10:43:26,ONT,1.75,4.5,3,80,0.3
04/13/2025,11:31:54,ONT,0.25,2.25,3,60,0.6
04/16/2025,02:43:59,LAX,1.25,2.0,2,25,0.1
04/16/2025,23:03:53,ONT,1.5,3.5,2,30,0.6
04/12/2025,12:52:07,LAX,1.75,4.25,2,10,0.0
04/15/2025,20:02:00,ONT,0.25,4.0,2,80,0.6
04/14/2025,23:55:44,LAX,1.5,3.5,2,35,0.1
04/17/2025,08:24:30,ONT,1.5,4.5,1,95,0.3
04/16/2025,14:52:43,ONT,1.25,4.5,2,25,0.2
04/17/2025,23:21:03,ONT,0.75,2.75,3,25,0.4
04/16/2025,12:02:37,LAX,1.25,3.5,2,10,0.1
04/12/2025,09:06:52,ONT,1.25,2.75,2,30,0.8
04/18/2025,19:24:04,ONT,2.0,3.75,2,15,1.0
04/14/2025,16:26:25,ONT,0.75,4.5,1,30,0.1
04/17/2025,05:29:03,ONT,0.5,5.0,3,20,0.6
04/16/2025,09:22:48,LAX,1.0,2.5,3,15,0.3
04/16/2025,13:43:47,ONT,0.5,3.75,0,35,0.2
04/14/2025,04:19:47,LAX,1.75,3.75,1,15,0.6
04/14/2025,21:47:33,LAX,0.5,5.0,2,15,0.7
04/17/2025,11:54:19,ONT,0.25,4.0,3,40,0.8
04/15/2025,23:38:30,LAX,2.0,2.5,1,90,0.3
04/18/2025,02:36:21,ONT,2.0,4.25,3,80,0.0
04/12/2025,07:04:01,ONT,2.0,2.5,2,25,0.5
04/17/2025,09:56:02,ONT,1.25,5.0,0,35,0.9
04/13/2025,17:59:12,ONT,2.0,4.5,1,25,0.8
04/12/2025,16:54:35,LAX,1.25,2.75,2,20,0.8
04/12/2025,11:58:30,LAX,0.75,2.5,3,35,0.1
04/16/2025,19:08:53,LAX,1.0,2.25,2,20,0.3
04/14/2025,02:40:01,ONT,1.75,2.0,3,25,0.9
04/11/2025,19:27:46,ONT,0.25,5.0,3,25,0.9
04/16/2025,02:22:01,LAX,1.5,3.0,3,70,0.1
04/18/2025,20:02:18,LAX,2.0,2.75,3,25,0.9
04/14/2025,21:21:32,LAX,1.75,3.25,4,40,0.5
04/15/2025,13:43:10,ONT,0.75,3.75,2,85,1.0
04/16/2025,23:56:02,LAX,1.75,4.25,2,10,0.4
04/15/2025,09:04:58,LAX,1.75,2.5,1,50,1.0
04/12/2025,12:53:13,LAX,1.25,3.5,1,25,0.5
04/18/2025,01:08:26,ONT,1.5,5.0,1,60,0.7
04/17/2025,23:29:57,ONT,1.25,2.25,1,35,0.1
04/14/2025,05:25:08,LAX,1.5,2.75,3,40,0.8
04/12/2025,17:19:46,LAX,0.25,2.75,3,10,0.5
04/14/2025,19:39:08,LAX,1.0,2.5,2,10,0.5
04/18/2025,13:54:41,LAX,2.0,4.75,2,20,0.7
04/17/2025,10:39:52,LAX,0.5,5.0,1,60,0.4
04/18/2025,02:22:45,LAX,0.25,3.0,3,25,1.0
04/12/2025,19:46:15,ONT,1.0,2.25,3,40,1.0
04/12/2025,09:26:44,LAX,0.5,4.75,2,90,0.4
04/13/2025,06:02:20,LAX,0.25,3.25,2,35,0.8
04/13/2025,08:20:35,ONT,0.5,4.0,2,10,0.4
04/13/2025,20:00:41,ONT,2.0,2.25,1,20,0.5
04/14/2025,00:14:48,ONT,0.75,3.5,1,30,1.0
04/14/2025,14:43:19,ONT,2.0,3.75,2,35,0.7
04/16/2025,22:11:05,ONT,1.5,2.75,3,45,0.1
04/11/2025,14:13:31,ONT,2.0,2.75,2,85,0.0
04/14/2025,03:24:15,ONT,1.5,2.0,3,20,0.2
04/18/2025,11:01:50,LAX,2.0,2.75,3,20,0.7
04/18/2025,08:12:03,ONT,1.25,4.25,1,20,0.6
04/12/2025,09:15:32,LAX,1.0,2.25,1,25,0.1
04/18/2025,11:37:19,ONT,1.0,4.75,2,35,0.2
04/18/2025,21:23:07,ONT,2.0,5.0,2,20,0.5
04/12/2025,15:53:19,LAX,1.75,4.75,3,35,0.6
04/15/2025,17:27:11,ONT,2.0,4.0,2,25,0.4
04/15/2025,11:32:06,ONT,1.5,4.75,3,20,0.0
04/14/2025,17:16:45,ONT,1.0,2.25,3,20,1.0
04/15/2025,21:27:58,LAX,0.75,2.75,2,25,0.1
04/16/2025,15:00:37,ONT,1.25,2.25,2,60,0.8
04/14/2025,00:04:42,LAX,1.5,2.5,3,35,0.2
04/16/2025,01:38:37,LAX,1.25,2.0,1,80,0.2
04/15/2025,07:43:16,ONT,0.75,4.5,0,75,0.2
04/14/2025,11:48:21,LAX,0.25,4.25,1,25,0.6
04/12/2025,03:01:33,ONT,1.5,2.5,3,60,0.2
04/17/2025,14:52:48,ONT,0.5,2.25,0,10,0.0
04/17/2025,19:22:25,LAX,0.75,2.5,2,60,0.3
04/14/2025,19:04:43,LAX,1.0,2.25,2,25,0.4
04/13/2025,22:12:56,LAX,1.75,3.75,5,60,0.0
04/14/2025,11:05:28,ONT,1.25,4.25,1,30,0.5
04/15/2025,02:45:46,LAX,1.0,4.5,0,35,0.4
04/16/2025,12:20:38,LAX,0.75,2.75,2,10,0.8
04/15/2025,00:21:44,LAX,0.25,3.5,3,30,0.8
04/14/2025,07:51:09,ONT,1.25,2.0,3,35,0.1
04/14/2025,21:18:25,ONT,2.0,2.25,2,20,0.9
04/16/2025,02:23:30,LAX,1.75,2.25,1,35,0.1
04/16/2025,09:39:54,LAX,1.25,2.5,1,15,0.5
04/12/2025,02:01:21,ONT,1.25,3.75,4,35,0.8
04/13/2025,03:53:42,ONT,1.75,3.0,2,25,0.9
04/16/2025,00:53:05,ONT,0.5,4.25,2,25,0.0
04/17/2025,22:14:42,ONT,1.25,2.0,0,35,0.8
04/13/2025,18:34:19,LAX,1.25,4.25,4,40,1.0
04/12/2025,17:12:42,LAX,2.0,4.0,3,20,0.6
04/15/2025,14:02:27,LAX,1.75,4.5,2,45,0.5
04/15/2025,14:21:35,ONT,1.5,3.5,3,35,0.1
04/16/2025,07:40:50,LAX,0.75,3.25,1,25,0.4
04/15/2025,23:55:41,ONT,1.75,5.0,2,25,0.6
04/13/2025,06:00:31,LAX,1.5,3.0,2,40,0.2
04/16/2025,19:53:26,ONT,0.25,4.5,1,75,1.0
04/18/2025,03:35:41,ONT,0.25,2.75,3,30,0.2
04/18/2025,02:09:09,ONT,2.0,5.0,1,20,0.6
04/14/2025,02:51:12,LAX,1.25,3.75,1,75,0.4
04/15/2025,08:15:32,LAX,0.25,4.5,2,15,0.6
04/16/2025,19:20:47,LAX,1.25,4.0,3,25,0.7
04/17/2025,02:33:05,LAX,1.0,2.25,1,10,0.3
04/12/2025,13:11:04,LAX,2.0,4.75,2,35,0.2
04/15/2025,03:37:57,ONT,1.75,3.75,3,55,0.8
04/15/2025,11:22:39,ONT,0.75,3.5,2,30,0.3
04/13/2025,02:18:47,LAX,0.5,3.0,2,70,0.3
04/14/2025,13:52:01,ONT,1.25,2.0,2,20,0.0
04/12/2025,10:19:30,ONT,0.75,3.75,2,20,0.9
04/18/2025,17:08:06,ONT,1.75,3.75,1,55,0.6
04/17/2025,10:13:05,LAX,1.75,2.75,2,70,0.6
04/13/2025,09:50:44,LAX,1.5,4.75,2,40,0.3
04/12/2025,17:51:40,ONT,1.75,4.5,2,90,0.0
04/14/2025,16:29:27,LAX,2.0,2.0,3,30,0.6
04/17/2025,04:25:54,ONT,0.5,3.75,1,25,0.8
04/14/2025,09:13:31,LAX,0.75,3.5,3,50,0.8
04/13/2025,07:37:27,LAX,2.0,5.0,1,65,0.7
04/17/2025,03:55:24,ONT,0.5,3.25,2,80,0.7
04/15/2025,20:10:49,ONT,1.5,4.5,1,40,0.9
04/17/2025,16:46:38,ONT,0.25,4.25,3,35,0.7
04/16/2025,21:23:16,ONT,1.0,4.75,4,10,0.8
04/16/2025,05:46:55,LAX,2.0,2.5,0,10,0.7
04/14/2025,09:39:20,LAX,1.5,5.0,2,20,0.3
04/17/2025,22:00:20,ONT,1.75,2.5,2,25,0.8
04/14/2025,02:13:31,LAX,0.75,2.5,1,40,0.3
04/14/2025,08:52:10,ONT,1.0,3.75,2,50,0.1
04/15/2025,10:10:58,LAX,2.0,4.5,3,20,0.4
04/12/2025,07:20:35,LAX,2.0,3.0,2,15,0.8
04/14/2025,09:27:05,LAX,2.0,3.25,3,60,0.2
04/14/2025,10:00:08,ONT,1.25,3.75,2,55,0.2
04/16/2025,02:26:09,ONT,2.0,2.25,1,30,0.6
04/17/2025,02:59:35,ONT,1.25,4.75,1,40,0.8
04/13/2025,17:22:23,ONT,1.25,2.0,1,35,0.0
04/11/2025,22:57:05,LAX,2.0,3.0,2,55,0.6
04/16/2025,09:29:39,ONT,1.0,4.5,2,20,0.9
04/15/2025,01:23:11,LAX,0.5,4.5,1,20,0.0
04/16/2025,13:04:21,ONT,0.25,4.25,3,15,0.6
04/14/2025,00:13:48,LAX,1.25,3.25,3,15,0.8
04/14/2025,18:17:19,LAX,0.75,5.0,1,20,0.3
04/11/2025,02:21:26,ONT,0.75,3.0,1,75,0.7
04/16/2025,15:01:19,ONT,1.5,5.0,2,10,0.5
04/17/2025,04:56:33,LAX,1.0,4.5,3,25,0.2
04/17/2025,06:06:52,ONT,0.5,5.0,2,20,0.9
04/18/2025,22:45:39,LAX,2.0,3.25,1,35,0.6
04/12/2025,15:06:07,ONT,1.75,4.5,3,45,0.0
04/13/2025,13:51:10,LAX,2.0,2.0,0,30,0.6
04/12/2025,05:17:06,ONT,1.0,4.5,3,40,0.2
04/15/2025,20:16:46,ONT,1.25,4.5,2,15,0.6
04/15/2025,14:55:11,LAX,0.25,3.0,2,45,0.7
04/14/2025,07:19:57,LAX,1.0,4.0,1,25,0.6
04/14/2025,18:58:14,ONT,1.75,4.25,2,15,0.6
04/11/2025,02:22:28,ONT,0.5,3.75,4,20,0.7
04/12/2025,07:28:33,LAX,1.5,2.75,2,15,0.8
04/12/2025,15:39:59,ONT,0.5,4.5,3,35,0.3
04/11/2025,13:37:58,ONT,0.25,3.5,1,10,1.0
04/14/2025,03:16:42,ONT,0.5,4.5,1,35,0.0
04/13/2025,01:36:01,LAX,0.25,5.0,0,15,0.0
04/17/2025,11:45:28,LAX,0.5,5.0,3,30,0.2
04/18/2025,12:54:53,LAX,1.0,3.25,2,100,0.1
04/14/2025,08:32:14,LAX,1.25,2.5,4,80,0.7
04/13/2025,13:04:10,ONT,0.75,2.25,2,10,0.5
04/12/2025,02:55:44,LAX,0.25,3.25,4,55,0.9
04/15/2025,19:24:58,ONT,0.25,2.5,3,15,0.2
04/11/2025,17:44:45,ONT,0.5,4.75,1,25,0.9
04/15/2025,21:35:13,ONT,0.5,3.75,2,30,0.9
04/12/2025,16:07:54,LAX,1.25,3.75,3,10,0.3
04/14/2025,18:29:42,LAX,2.0,3.5,1,10,1.0
04/12/2025,08:02:03,ONT,2.0,2.25,4,65,0.4
04/11/2025,19:06:44,LAX,0.5,2.5,3,35,0.9
04/16/2025,04:50:57,ONT,1.75,4.25,1,25,0.8
04/12/2025,17:22:03,ONT,0.5,5.0,2,40,0.5
04/15/2025,11:17:59,LAX,1.75,3.75,2,70,1.0
04/17/2025,04:23:13,ONT,2.0,3.5,3,10,0.6
04/15/2025,13:17:00,ONT,1.75,3.25,3,20,0.6
04/13/2025,02:12:05,LAX,2.0,2.25,4,10,0.7
04/17/2025,04:57:48,LAX,1.75,2.25,1,20,0.2
04/17/2025,19:37:21,LAX,0.25,4.25,2,80,0.4
04/17/2025,06:18:15,ONT,0.5,3.5,1,35,0.7
04/14/2025,22:10:08,ONT,0.25,3.0,4,20,0.9
04/12/2025,19:10:46,LAX,1.0,2.5,3,15,0.3
04/14/2025,04:32:31,LAX,1.5,4.0,1,40,0.7
04/18/2025,21:02:34,ONT,1.0,5.0,1,30,0.7
04/16/2025,04:24:08,LAX,1.25,2.0,2,35,1.0
04/17/2025,06:30:11,ONT,1.5,3.25,1,40,0.0
04/17/2025,06:25:07,LAX,1.75,2.25,3,35,0.2
04/14/2025,04:01:39,LAX,0.5,4.75,1,25,0.5
04/14/2025,06:15:45,ONT,2.0,3.25,3,20,0.4
04/17/2025,17:35:53,ONT,0.5,2.0,3,40,0.0
04/14/2025,13:16:10,LAX,0.5,3.0,1,25,0.1
04/17/2025,23:30:26,ONT,2.0,3.5,2,40,0.6
04/17/2025,00:05:05,LAX,1.5,3.5,2,35,0.3
04/16/2025,10:52:57,ONT,1.25,2.0,3,30,0.7
04/12/2025,06:21:38,LAX,0.25,2.75,0,15,0.0
04/16/2025,11:06:46,LAX,1.25,3.0,0,10,0.3
04/15/2025,19:34:49,ONT,1.75,2.5,4,30,0.3
04/15/2025,22:52:41,LAX,1.5,2.25,3,35,0.9
04/17/2025,03:16:17,LAX,1.75,2.0,2,10,0.8
04/18/2025,20:41:49,ONT,1.75,4.25,4,35,0.6
04/16/2025,15:56:33,ONT,1.25,2.25,2,20,0.5
04/14/2025,01:17:57,LAX,2.0,4.75,2,45,0.4
04/13/2025,23:40:51,ONT,0.5,2.75,4,25,0.1
04/17/2025,07:48:46,LAX,1.75,3.0,2,15,0.1
04/13/2025,06:27:57,ONT,0.75,2.25,4,10,0.2
04/14/2025,15:47:13,LAX,1.5,3.25,1,40,0.7
04/17/2025,07:32:37,LAX,1.0,2.25,2,15,0.9
04/12/2025,19:38:52,LAX,0.75,5.0,1,45,0.4
04/14/2025,17:56:33,LAX,2.0,3.75,2,100,0.4
04/15/2025,15:49:38,ONT,1.5,4.5,1,25,0.2
04/12/2025,01:05:01,LAX,2.0,3.75,2,40,0.8
04/12/2025,19:28:50,ONT,0.25,3.25,2,20,0.0
04/12/2025,08:04:11,ONT,2.0,2.0,1,40,0.4
04/12/2025,20:35:45,ONT,0.5,4.5,3,45,0.7
04/14/2025,22:10:56,ONT,2.0,4.25,2,40,0.9
04/16/2025,07:00:30,LAX,2.0,5.0,3,15,0.7
04/12/2025,09:13:20,ONT,2.0,4.0,3,10,0.2
04/12/2025,02:52:33,ONT,0.5,5.0,2,65,0.7
04/17/2025,07:44:11,LAX,0.75,2.0,1,25,0.6
04/12/2025,04:41:13,ONT,0.75,3.25,2,20,0.9
04/18/2025,20:56:47,ONT,1.75,5.0,2,30,0.2
04/14/2025,03:06:32,LAX,1.5,2.25,3,30,0.1
04/16/2025,02:33:57,ONT,1.25,3.0,2,35,0.8
04/14/2025,23:13:12,LAX,1.5,2.25,2,15,0.9
04/16/2025,14:20:39,ONT,1.25,4.5,2,25,0.8
04/15/2025,20:55:03,LAX,0.5,3.0,2,35,0.7
04/15/2025,08:41:21,ONT,0.75,4.5,4,35,0.6
04/12/2025,11:00:09,LAX,1.75,4.0,1,20,0.9
04/13/2025,06:15:01,ONT,0.75,2.75,2,40,0.1
04/14/2025,00:43:53,ONT,1.0,2.75,2,50,0.3
04/13/2025,21:09:08,LAX,1.25,5.0,1,40,0.1
04/18/2025,17:56:31,LAX,1.5,5.0,2,30,0.2
04/11/2025,18:13:26,ONT,0.75,2.5,3,35,0.2
04/17/2025,06:56:08,LAX,2.0,2.0,1,35,0.7
04/14/2025,21:15:31,LAX,2.0,4.25,3,35,0.0
04/16/2025,04:22:48,ONT,1.0,4.0,2,40,0.4
04/14/2025,12:58:49,ONT,1.0,3.25,3,30,1.0
04/13/2025,21:16:28,ONT,2.0,5.0,4,25,1.0
04/18/2025,16:03:31,ONT,0.75,2.75,2,50,0.1
04/13/2025,07:56:29,ONT,0.25,4.5,2,20,1.0
04/12/2025,07:28:39,LAX,0.5,3.0,4,15,0.2
04/15/2025,21:35:35,ONT,2.0,4.0,5,25,0.2
04/14/2025,05:14:19,LAX,1.0,3.75,3,40,0.9
04/17/2025,04:25:31,ONT,0.25,3.5,2,15,0.1
04/16/2025,17:10:42,ONT,0.5,3.25,1,20,0.4
04/17/2025,08:19:18,LAX,1.5,5.0,2,10,0.8
04/12/2025,06:45:55,ONT,2.0,4.75,2,100,0.7
04/16/2025,22:33:18,ONT,2.0,4.25,2,10,0.0
04/14/2025,21:00:40,LAX,1.25,2.75,3,80,0.5
04/14/2025,18:38:35,ONT,0.5,5.0,4,20,0.1
04/11/2025,05:20:08,LAX,0.25,2.75,2,40,0.9
04/14/2025,16:43:01,ONT,0.5,2.25,1,75,1.0
04/13/2025,08:40:21,LAX,1.0,4.75,2,25,0.0
04/16/2025,14:51:40,LAX,1.5,2.75,1,15,0.8
04/16/2025,15:49:54,LAX,1.5,2.25,2,80,0.2
04/12/2025,04:07:22,LAX,1.75,3.75,2,25,0.7
04/16/2025,10:12:15,ONT,1.25,4.75,2,40,0.5
04/12/2025,07:45:47,LAX,1.5,2.75,2,35,0.5
04/16/2025,08:27:49,LAX,1.5,2.5,3,30,0.5
04/14/2025,14:28:28,ONT,0.75,5.0,4,35,0.7
04/18/2025,02:41:35,ONT,0.75,5.0,1,35,0.6
04/12/2025,08:47:29,ONT,0.25,3.0,1,40,0.7
04/15/2025,05:55:37,LAX,0.25,3.25,1,80,0.4
04/17/2025,14:38:13,ONT,2.0,3.0,2,35,0.6
04/18/2025,11:37:34,LAX,1.25,3.25,2,40,1.0
04/12/2025,09:20:41,ONT,1.25,2.25,1,70,0.6
04/15/2025,15:34:14,ONT,2.0,3.5,4,15,0.8
04/16/2025,16:00:56,ONT,2.0,3.25,1,80,0.7
04/13/2025,17:15:08,ONT,0.5,4.75,2,25,0.0
04/13/2025,00:04:47,LAX,1.25,3.25,2,20,0.8
04/17/2025,01:28:59,ONT,1.25,3.75,2,25,0.7
04/14/2025,17:56:53,LAX,2.0,3.25,1,35,0.0
04/15/2025,04:16:15,ONT,1.75,3.0,4,40,0.2
04/18/2025,15:55:40,LAX,0.5,4.5,2,20,0.0
04/14/2025,02:11:42,LAX,0.25,2.5,1,90,0.1
04/12/2025,21:52:41,ONT,0.25,2.5,2,40,0.7
04/17/2025,06:32:05,ONT,1.5,3.5,2,40,0.2
04/17/2025,02:25:43,LAX,2.0,3.25,3,40,0.4
04/16/2025,14:12:29,LAX,0.75,4.0,3,20,0.4
04/14/2025,11:44:34,ONT,1.0,2.25,1,15,0.7
04/13/2025,01:58:21,ONT,1.75,4.0,3,40,0.8
04/17/2025,04:50:38,ONT,2.0,2.75,2,60,0.3
04/12/2025,03:59:40,ONT,1.0,2.25,2,10,0.2
04/15/2025,19:44:15,ONT,0.75,4.75,3,10,0.6
04/14/2025,18:14:12,ONT,1.5,4.75,3,30,0.8
04/15/2025,09:59:18,ONT,1.25,2.5,1,35,0.4
04/17/2025,08:37:05,LAX,1.5,4.0,2,15,0.9
04/17/2025,08:53:29,LAX,1.0,5.0,1,20,0.7
04/15/2025,23:33:48,ONT,2.0,5.0,3,50,0.5
04/16/2025,15:38:34,LAX,0.5,3.0,3,35,0.8
04/13/2025,10:01:19,ONT,1.75,5.0,3,30,0.5
04/18/2025,19:00:38,LAX,0.75,3.25,3,25,0.3
04/16/2025,20:37:41,ONT,1.5,2.5,3,100,0.3
04/17/2025,12:48:56,LAX,0.75,3.5,1,40,0.5
04/16/2025,01:48:26,LAX,0.5,4.0,2,15,0.6
04/13/2025,11:02:47,LAX,1.5,4.75,1,30,1.0
04/12/2025,12:20:28,ONT,0.5,3.0,1,30,0.0
04/15/2025,13:48:48,ONT,0.75,4.5,2,30,0.9
04/12/2025,14:02:26,LAX,0.75,4.25,1,50,0.7
04/11/2025,10:31:45,LAX,1.5,4.25,2,40,0.7
04/16/2025,16:16:23,LAX,0.5,2.0,1,100,0.2
04/12/2025,06:03:04,ONT,1.0,5.0,3,30,0.2
04/15/2025,04:42:51,LAX,2.0,4.5,2,35,0.4
04/12/2025,13:00:22,ONT,2.0,2.75,3,90,0.6
04/17/2025,04:26:01,ONT,1.25,3.75,4,10,1.0
04/17/2025,00:37:26,LAX,2.0,3.5,2,15,0.5
04/12/2025,05:54:22,ONT,0.75,3.25,3,65,0.0
04/14/2025,04:51:04,ONT,1.75,2.5,2,80,1.0
04/16/2025,19:36:38,LAX,1.5,2.75,2,20,0.1
04/12/2025,16:33:53,ONT,1.0,2.5,2,20,1.0
04/15/2025,11:42:39,ONT,1.75,2.75,2,50,0.2
04/15/2025,06:04:41,ONT,1.5,2.75,2,75,0.0
04/15/2025,15:42:48,ONT,2.0,3.0,2,10,0.0
04/16/2025,03:45:52,ONT,2.0,2.75,2,20,0.5
04/17/2025,14:26:25,LAX,0.25,3.0,0,40,0.3
04/13/2025,23:11:47,ONT,1.25,4.0,2,10,0.9
04/12/2025,00:00:40,ONT,0.75,3.0,5,40,0.2
04/14/2025,14:04:38,ONT,1.5,2.0,2,30,0.6
04/13/2025,01:48:00,LAX,1.5,4.0,3,25,0.9
04/14/2025,16:28:48,ONT,1.25,4.25,0,10,0.7
04/11/2025,06:19:28,LAX,0.5,3.5,4,20,0.4
04/14/2025,02:38:15,ONT,0.75,2.75,0,25,0.7
04/13/2025,20:20:24,LAX,0.25,2.0,2,20,0.8
04/15/2025,04:10:26,ONT,2.0,2.5,2,30,0.7
04/16/2025,20:03:03,LAX,1.5,4.25,2,25,0.4
04/16/2025,06:35:44,ONT,1.5,4.0,1,80,0.4
04/16/2025,04:50:10,ONT,1.25,3.75,4,65,0.3
04/14/2025,20:39:48,ONT,0.5,3.5,5,40,0.1
04/15/2025,00:40:30,LAX,2.0,3.0,3,100,0.9
04/15/2025,07:28:46,LAX,0.25,4.25,3,30,0.4
04/16/2025,05:55:38,ONT,0.75,4.5,2,30,1.0
04/18/2025,15:19:58,LAX,1.0,2.0,2,25,0.0
04/17/2025,09:27:41,LAX,1.75,4.75,1,30,0.0
04/15/2025,09:17:39,ONT,0.25,4.75,3,15,0.3
04/13/2025,08:00:31,ONT,2.0,4.0,1,15,1.0
04/13/2025,04:35:42,ONT,1.5,4.0,1,40,0.4
04/11/2025,13:38:24,ONT,2.0,2.75,1,60,0.1
04/11/2025,09:14:26,ONT,1.0,3.0,2,95,0.7
04/13/2025,06:39:07,LAX,2.0,3.25,3,30,0.5
04/15/2025,17:42:11,ONT,1.25,2.25,1,30,0.4
04/13/2025,18:45:46,ONT,1.75,3.25,3,100,0.6
04/17/2025,10:31:05,LAX,1.25,2.0,3,35,0.2
