latitude,longitude,datetime_sin,datetime_cos,ElapsedTime,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange,cluster,Cluster,BagNumber_actual,ClusterBagSum
8.0,8.0,18.105528348788212,49.50078470238661,109.41370836885368,0.5714285714285714,0.0833333333333333,0.4,0.5555555555555556,0.5,3,686,0.4,4.800000000000001
8.0,8.0,102.04200798839128,124.9867242679754,124.7985634569627,0.7142857142857142,0.0,0.2,0.1111111111111111,0.1,1,195,0.2,4.800000000000001
8.0,8.0,17.48963394679469,48.17447807045025,109.2698648705798,0.0,0.0833333333333333,0.8,0.1111111111111111,0.4,3,461,0.8,4.800000000000001
8.0,8.0,20.96807656156755,55.42235801323258,110.06921181553311,0.1428571428571428,0.4999999999999999,0.4,0.5,0.3,3,687,0.4,4.800000000000001
0.0,0.0,100.01393909153853,124.90605549914594,124.46413427915769,0.8571428571428572,0.0,0.4,0.3333333333333333,0.1,1,152,0.4,4.800000000000001
8.0,8.0,20.177833005096083,53.826374714987644,109.89031168131626,0.8571428571428572,0.0833333333333333,0.6000000000000001,0.611111111111111,0.7,3,623,0.6000000000000001,4.800000000000001
0.0,0.0,21.077982842887877,55.64206013093492,110.09397404250868,0.5714285714285714,0.6666666666666666,0.4,0.1666666666666666,0.8,3,687,0.4,4.800000000000001
8.0,8.0,0.55933933188806,1.9660172330463375,104.74449833397513,0.5714285714285714,0.6666666666666666,0.2,0.1666666666666666,0.2,0,801,0.2,4.800000000000001
0.0,0.0,16.91947289380448,46.929380921198685,109.13575932673452,0.5714285714285714,0.4999999999999999,0.2,0.0,0.2,3,801,0.2,4.800000000000001
8.0,8.0,18.408547840191225,50.146337046468915,109.48409986800898,0.4285714285714285,0.4999999999999999,0.6000000000000001,0.8333333333333334,0.9,3,622,0.6000000000000001,4.800000000000001
8.0,8.0,0.55933933188806,1.9660172330463375,104.74449833397513,1.0,0.5833333333333334,0.2,0.2222222222222222,0.8,0,801,0.2,4.800000000000001
0.0,0.0,19.446494711167887,52.32342078907509,109.72337531968314,0.1428571428571428,0.3333333333333333,0.0,0.2777777777777778,0.4,3,841,0.0,2.8000000000000003
0.0,0.0,100.92328497318871,124.9512780838404,124.61409877735807,0.4285714285714285,0.8333333333333334,0.4,0.3333333333333333,1.0,1,152,0.4,4.800000000000001
0.0,0.0,116.77296200571189,123.37184854034724,2.2319391550349,0.0,0.0,0.6000000000000001,0.1666666666666666,0.8,2,249,0.6000000000000001,4.800000000000001
8.0,8.0,0.469969568889475,1.654518201822825,104.71639737976686,0.8571428571428572,0.8333333333333334,0.4,0.2777777777777778,0.3,0,687,0.4,4.800000000000001
8.0,8.0,104.45010888492371,124.98748323186724,0.19559377038013698,0.8571428571428572,0.25,0.6000000000000001,0.2777777777777778,0.5,2,247,0.6000000000000001,4.800000000000001
0.0,0.0,0.964483978782162,3.365932543909012,104.87109174154693,0.8571428571428572,0.25,0.6000000000000001,0.2777777777777778,0.8,0,624,0.6000000000000001,4.800000000000001
0.0,0.0,0.6871119094155375,2.409665457534425,104.78456306076707,0.4285714285714285,0.0833333333333333,0.2,0.3333333333333333,0.3,0,801,0.2,4.800000000000001
8.0,8.0,0.477924890254725,1.682286533581287,104.7189014251914,1.0,0.7499999999999999,0.6000000000000001,0.7777777777777778,1.0,0,627,0.6000000000000001,4.800000000000001
8.0,8.0,21.039686420122013,55.565567999563285,110.08534899715762,0.2857142857142857,0.9166666666666666,0.2,0.7222222222222222,0.1,3,795,0.2,4.800000000000001
0.0,0.0,99.42523710640833,124.86892760913761,124.36703296214105,0.5714285714285714,1.0,0.6000000000000001,0.7222222222222222,0.5,1,80,0.6000000000000001,4.800000000000001
8.0,8.0,17.140212069320686,47.413416391656014,109.18778782611017,1.0,0.0833333333333333,0.6000000000000001,0.0555555555555555,0.3,3,624,0.6000000000000001,4.800000000000001
8.0,8.0,100.1843234983201,124.91564958628726,124.4922352333659,0.7142857142857142,0.6666666666666666,0.4,0.0555555555555555,0.7,1,151,0.4,4.800000000000001
8.0,8.0,1.0415267234567744,3.6299087006708373,104.89501928671432,0.2857142857142857,0.9166666666666666,0.4,0.1666666666666666,0.2,0,695,0.4,4.800000000000001
8.0,8.0,1.0460105023513724,3.6452500319903374,104.89641042306125,1.0,0.4999999999999999,0.4,0.3333333333333333,0.7,0,695,0.4,4.800000000000001
8.0,8.0,114.57065845537245,123.8605077687914,1.8669049775971374,0.0,1.0,0.0,0.1666666666666666,0.7,2,414,0.0,4.2
8.0,8.0,0.1311851096731495,0.4646442934511625,104.60927988105229,0.5714285714285714,1.0,0.4,0.3333333333333333,0.1,0,695,0.4,4.800000000000001
0.0,0.0,113.21410223985046,124.1179687868928,1.642375571200575,1.0,0.25,0.6000000000000001,0.1666666666666666,0.6,2,248,0.6000000000000001,4.800000000000001
8.0,8.0,101.512156386161,124.9727119730232,124.71120009437469,0.7142857142857142,0.8333333333333334,0.2,0.1666666666666666,0.6,1,195,0.2,4.800000000000001
8.0,8.0,124.34399141452751,121.01735650435995,3.493421594442575,0.2857142857142857,0.7499999999999999,0.2,0.1666666666666666,0.0,2,391,0.2,4.800000000000001
0.0,0.0,106.98593252749498,124.87675718082541,0.6137693562711245,0.8571428571428572,0.1666666666666666,0.4,0.4444444444444445,1.0,2,337,0.4,4.800000000000001
8.0,8.0,20.399604341231516,54.27717429788324,109.94067081707558,0.8571428571428572,0.4166666666666666,0.6000000000000001,0.1111111111111111,0.6,3,624,0.6000000000000001,4.800000000000001
8.0,8.0,17.933534603349077,49.13232937301281,109.37364364206175,0.5714285714285714,1.0,0.6000000000000001,0.6666666666666666,0.1,3,624,0.6000000000000001,4.800000000000001
0.0,0.0,18.543030314716116,50.43137951678354,109.51526132218049,1.0,0.0,0.4,0.0,0.3,3,695,0.4,4.800000000000001
0.0,0.0,116.88028111602733,123.34579372951993,2.249745700275775,0.1428571428571428,1.0,0.4,0.3333333333333333,0.2,2,347,0.4,4.800000000000001
0.0,0.0,103.199649796888,124.99996342770301,124.98942736376327,0.4285714285714285,0.0,0.2,0.0555555555555555,0.4,1,195,0.2,4.800000000000001
8.0,8.0,18.805386578066138,50.98489627272451,109.5759148669072,0.1428571428571428,0.7499999999999999,0.8,0.7222222222222222,0.1,3,470,0.8,4.800000000000001
8.0,8.0,106.60470864595887,124.9007140752539,0.55088999338931,0.2857142857142857,0.7499999999999999,0.6000000000000001,0.2777777777777778,0.8,2,255,0.6000000000000001,4.800000000000001
0.0,0.0,1.0289748017310625,3.5869493934156873,104.89112410494288,0.5714285714285714,0.0833333333333333,0.6000000000000001,0.1111111111111111,1.0,0,626,0.6000000000000001,4.800000000000001
8.0,8.0,100.06960854761415,124.90924701517066,124.4733157790475,0.4285714285714285,0.0833333333333333,0.4,0.3333333333333333,0.1,1,151,0.4,4.800000000000001
0.0,0.0,115.93584385117204,123.56792247229305,2.093103747610025,0.5714285714285714,0.8333333333333334,0.4,0.0,0.6,2,347,0.4,4.800000000000001
8.0,8.0,21.283316665205774,56.05105636538308,110.14015976922718,0.8571428571428572,0.8333333333333334,0.2,0.2222222222222222,0.3,3,796,0.2,4.800000000000001
0.0,0.0,0.54074062046845,1.9012724230381126,104.738655561318,0.8571428571428572,0.5833333333333334,0.6000000000000001,0.1111111111111111,0.0,0,626,0.6000000000000001,4.800000000000001
0.0,0.0,21.4171446571835,56.316600491380854,110.17020831432112,0.8571428571428572,0.1666666666666666,0.4,0.2777777777777778,0.0,3,695,0.4,4.800000000000001
8.0,8.0,19.990783996164474,53.444373389450426,109.84774290909982,1.0,0.4999999999999999,0.2,0.8333333333333334,0.4,3,796,0.2,4.800000000000001
8.0,8.0,100.61115422536595,124.93741465559872,124.56262673252125,0.4285714285714285,0.0833333333333333,0.6000000000000001,0.1666666666666666,0.7,1,81,0.6000000000000001,4.800000000000001
8.0,8.0,19.910213845031585,53.279323468172294,109.82937990932021,0.8571428571428572,0.4166666666666666,0.6000000000000001,0.3333333333333333,0.8,3,626,0.6000000000000001,4.800000000000001
0.0,0.0,17.830981130504746,48.91192535189483,109.34971609689433,1.0,0.25,0.6000000000000001,0.1111111111111111,0.7,3,626,0.6000000000000001,4.800000000000001
8.0,8.0,109.59257778947276,124.64353978497559,1.0439087147458124,0.5714285714285714,0.6666666666666666,0.2,0.0555555555555555,0.4,2,387,0.2,4.800000000000001
0.0,0.0,0.13556576626805,0.48012225793660995,104.61067101739926,0.8571428571428572,0.5833333333333334,0.4,0.0555555555555555,0.9,0,698,0.4,4.800000000000001
8.0,8.0,99.12164343456674,124.84736807361202,124.31695205365115,1.0,1.0,0.4,0.1111111111111111,0.5,1,151,0.4,4.800000000000001
8.0,8.0,0.52303579936205,1.8395998022850624,104.73309101593019,0.4285714285714285,0.3333333333333333,0.4,0.1111111111111111,0.9,0,697,0.4,4.800000000000001
8.0,8.0,0.9528508551385495,3.3260118748872,104.86747478704486,0.8571428571428572,0.9166666666666666,0.2,0.1111111111111111,0.8,0,794,0.2,4.800000000000001
8.0,8.0,100.11684377161203,124.91191172470124,124.48110614259039,0.5714285714285714,0.3333333333333333,0.8,0.2777777777777778,0.8,1,33,0.8,4.800000000000001
8.0,8.0,101.26411582565399,124.96443590052898,124.6703006857746,0.1428571428571428,0.9166666666666666,0.6000000000000001,0.3333333333333333,0.1,1,81,0.6000000000000001,4.800000000000001
0.0,0.0,19.717622410741914,52.883556082007665,109.7854200007568,0.4285714285714285,0.9166666666666666,0.6000000000000001,0.2777777777777778,1.0,3,625,0.6000000000000001,4.800000000000001
0.0,0.0,16.845239135929113,46.76603132924452,109.11823100876305,0.4285714285714285,0.3333333333333333,0.6000000000000001,0.0555555555555555,0.6,3,622,0.6000000000000001,4.800000000000001
0.0,0.0,19.418577200215516,52.26554580724048,109.71697609248722,0.2857142857142857,0.3333333333333333,0.6000000000000001,0.0,0.3,3,620,0.6000000000000001,4.800000000000001
0.0,0.0,19.1652899258306,51.73875593715677,109.65882659318501,1.0,0.0833333333333333,0.0,0.8333333333333334,0.0,3,841,0.0,2.8000000000000003
8.0,8.0,18.37495973790595,50.075005814556484,109.47630950446612,1.0,0.5833333333333334,0.4,0.0,0.6,3,697,0.4,4.800000000000001
8.0,8.0,118.79836197404163,122.84484106311933,2.5683159237256623,0.1428571428571428,0.0833333333333333,0.4,0.0,0.9,2,345,0.4,4.800000000000001
0.0,0.0,108.4261189163027,124.7628835812776,0.8513754443289374,0.2857142857142857,1.0,0.4,0.1111111111111111,0.4,2,350,0.4,4.800000000000001
0.0,0.0,100.55379152521631,124.9346782396354,124.55316700536201,0.1428571428571428,0.6666666666666666,0.4,0.8333333333333334,0.5,1,151,0.4,4.800000000000001
8.0,8.0,1.2131620145087,4.215468755760787,104.94816069516752,1.0,0.5833333333333334,0.2,0.2222222222222222,0.6,0,794,0.2,4.800000000000001
8.0,8.0,99.32403641802549,124.86192335332495,124.35033932597774,0.0,0.7499999999999999,0.2,0.3888888888888889,1.0,1,195,0.2,4.800000000000001
0.0,0.0,99.7103000077912,124.8876765604148,124.41405337066772,0.5714285714285714,0.8333333333333334,0.8,0.0555555555555555,0.5,1,28,0.8,4.800000000000001
0.0,0.0,0.35612231290734997,1.2562695230980374,104.68050606201575,0.2857142857142857,0.0,0.4,0.2777777777777778,0.7,0,696,0.4,4.800000000000001
8.0,8.0,1.244692484559647,4.3226635549037,104.95789864959612,0.0,0.25,0.6000000000000001,0.1111111111111111,0.1,0,620,0.6000000000000001,4.800000000000001
0.0,0.0,102.2731932637422,124.99127312372352,124.83668059286896,0.4285714285714285,0.3333333333333333,0.0,0.8888888888888888,0.3,1,207,0.0,4.6000000000000005
8.0,8.0,20.8410408194569,55.167729726337136,110.0405544067861,0.1428571428571428,0.6666666666666666,0.2,0.0555555555555555,0.2,3,796,0.2,4.800000000000001
0.0,0.0,20.948331644621597,55.38282987505052,110.0647601792229,0.1428571428571428,0.0,0.2,0.1111111111111111,0.1,3,797,0.2,4.800000000000001
8.0,8.0,1.0424234392498,3.6329770207686995,104.89529751398372,0.1428571428571428,0.5833333333333334,0.0,0.2777777777777778,0.5,0,841,0.0,2.8000000000000003
8.0,8.0,0.734244080835425,2.572813478734575,104.79930910604465,1.0,0.5833333333333334,0.6000000000000001,0.0,0.7,0,622,0.6000000000000001,4.800000000000001
8.0,8.0,121.59697597345027,121.99341176048793,3.0343465999514754,0.5714285714285714,0.0,0.4,0.2777777777777778,0.4,2,350,0.4,4.800000000000001
8.0,8.0,0.56111109977785,1.972182793937785,104.74505478851391,0.0,1.0,0.4,0.7222222222222222,1.0,0,692,0.4,4.800000000000001
8.0,8.0,0.12330119861203749,0.43678230073617497,104.60677583562781,0.2857142857142857,0.7499999999999999,0.2,0.3333333333333333,1.0,0,797,0.2,4.800000000000001
0.0,0.0,107.68418151522931,124.82616426916576,0.7289554457979874,1.0,0.4166666666666666,0.4,0.1111111111111111,1.0,2,350,0.4,4.800000000000001
0.0,0.0,0.4964936391693225,1.74707094844275,104.72474419784854,0.7142857142857142,0.4999999999999999,0.4,0.1111111111111111,0.4,0,692,0.4,4.800000000000001
0.0,0.0,106.2943068584322,124.91830887303125,0.49969617582182496,1.0,0.0833333333333333,0.6000000000000001,0.1111111111111111,0.8,2,242,0.6000000000000001,4.800000000000001
8.0,8.0,0.2865672430690125,1.01216338885875,104.65852610773405,0.0,0.8333333333333334,0.0,0.7222222222222222,0.4,0,841,0.0,2.8000000000000003
0.0,0.0,1.0612590890454374,3.697405524214537,104.90114028664087,0.4285714285714285,0.6666666666666666,0.6000000000000001,0.3333333333333333,0.5,0,621,0.6000000000000001,4.800000000000001
8.0,8.0,20.299067479144334,54.073093938695294,109.91785618098574,0.0,0.25,0.4,0.0555555555555555,1.0,3,691,0.4,4.800000000000001
8.0,8.0,102.42000629245902,124.99366825677305,124.86088636530575,1.0,0.0833333333333333,0.2,0.2777777777777778,0.8,1,195,0.2,4.800000000000001
0.0,0.0,106.23019957357192,124.92172899319851,0.48912353958506194,0.5714285714285714,0.6666666666666666,0.6000000000000001,0.1666666666666666,0.0,2,266,0.6000000000000001,4.800000000000001
0.0,0.0,100.3057894206766,124.92217356535494,124.5122675967619,0.1428571428571428,0.5833333333333334,0.4,0.8888888888888888,0.6,1,151,0.4,4.800000000000001
8.0,8.0,0.34290599035425,1.2099329447529374,104.67633265297492,0.5714285714285714,0.6666666666666666,0.4,0.1666666666666666,0.0,0,691,0.4,4.800000000000001
8.0,8.0,103.10345921001809,124.99977142317175,124.9735684094081,0.4285714285714285,0.5833333333333334,0.4,0.1666666666666666,0.2,1,151,0.4,4.800000000000001
0.0,0.0,21.23132293729251,55.9476720906488,110.12847422391286,0.1428571428571428,0.3333333333333333,0.2,0.6666666666666666,0.2,3,797,0.2,4.800000000000001
8.0,8.0,0.524805919790725,1.845767542621275,104.73364747046895,0.0,0.3333333333333333,0.4,0.3333333333333333,0.8,0,694,0.4,4.800000000000001
0.0,0.0,0.24612472247808748,0.8699497097905374,104.64572765334219,1.0,0.6666666666666666,0.2,0.1111111111111111,0.0,0,796,0.2,4.800000000000001
8.0,8.0,0.6125273147937375,2.150937770894385,104.76119197013843,0.7142857142857142,0.25,0.4,0.5,0.2,0,694,0.4,4.800000000000001
0.0,0.0,0.106662752513825,0.3779555454004875,104.6014895175094,0.8571428571428572,0.0,0.4,0.1666666666666666,0.5,0,694,0.4,4.800000000000001
8.0,8.0,19.10722006194809,51.61754648649005,109.64547168425432,0.2857142857142857,0.5833333333333334,0.4,0.4444444444444445,0.2,3,694,0.4,4.800000000000001
0.0,0.0,111.6593244871039,124.37238426774272,1.3852935742855623,1.0,0.0833333333333333,0.6000000000000001,0.1666666666666666,0.0,2,271,0.6000000000000001,4.800000000000001
0.0,0.0,0.6080922217520625,2.1355313854250975,104.7598008337915,0.8571428571428572,0.8333333333333334,0.4,0.3888888888888889,0.0,0,694,0.4,4.800000000000001
8.0,8.0,112.28377433300791,124.2754138888618,1.4885158912287124,0.7142857142857142,0.7499999999999999,0.4,0.2777777777777778,1.0,2,349,0.4,4.800000000000001
8.0,8.0,1.139386387599335,3.9641970355204976,104.92534605907765,0.8571428571428572,0.4166666666666666,0.4,0.3333333333333333,0.1,0,693,0.4,4.800000000000001
0.0,0.0,102.35419338800466,124.99264198736344,124.8500355017996,0.1428571428571428,0.25,0.4,0.1111111111111111,0.8,1,152,0.4,4.800000000000001
0.0,0.0,108.11924872774358,124.7902470858412,0.8007380813002251,0.8571428571428572,0.0833333333333333,0.4,0.9444444444444444,0.2,2,344,0.4,4.800000000000001
8.0,8.0,115.54810877122614,123.6544434489199,2.0288332483812623,0.2857142857142857,0.9166666666666666,0.6000000000000001,0.0,0.2,2,271,0.6000000000000001,4.800000000000001
8.0,8.0,101.61677441301578,124.97587440972451,124.72845018507681,0.0,0.3333333333333333,0.2,0.1666666666666666,0.2,1,195,0.2,4.800000000000001
